cb_2020_3,water_pct,developed_pct,barren_pct,forest_pct,shrub_pct,grassland_pct,pasture_hay_pct,cultivated_crops_pct,woody_wetlands_pct,herbaceous_wetlands_pct,impervious_mean
1400000US36083052103,0.5169161990360212,3.9612778540992384,0.15018511188208722,82.04589377604955,0.0,0.860362772719864,0.23051668335390135,5.285584557710667,6.788599902205044,0.16066314294362818,0.5996658758287846
1400000US36083052201,0.6025954568488774,10.754180712538833,1.1313812325115122,69.894463172274,0.0,0.7645361006455593,0.8251261374402362,7.860180227818539,7.754423072686012,0.4131138872364333,1.954317049491641
1400000US36083052203,2.415418861559307,15.297191920029865,1.8278098082320573,67.12569303303054,0.0,0.2073914305860882,0.7258700070513087,4.222489526732756,7.69007424613215,0.48806116664592747,2.9733309369426664
1400000US36083052204,2.6755852842809364,15.25209818893166,0.0,51.03489619486338,0.0,0.022086199280620937,0.12936202435792263,22.486906038997915,8.181359247807157,0.21770682148040638,2.725792711784193
1400000US36083052301,1.2910629751829006,31.781666905752402,0.5809783388323052,43.35819824989241,0.0,0.08248457897001865,0.19724573231960982,16.514847224214606,5.045904461339836,1.1476115334959116,9.808893670432132
1400000US36083052303,8.536585365853659,27.28658536585366,0.0,44.69850948509485,0.0,0.40650406504065045,0.18631436314363142,14.972899728997291,3.9126016260162597,0.0,6.421959459459459
1400000US36083052305,1.4396456256921373,46.262458471760795,8.707087486157254,26.52270210409745,0.0,0.02768549280177187,0.37375415282392027,5.883167220376523,9.925249169435215,0.858250276854928,13.810215946843854
1400000US36083052306,0.01490646195125587,50.11552508012224,0.0,33.271223075203096,0.0,0.0,0.11179846463441902,13.75121115003354,2.1167175970783334,0.6186181709771186,13.807184914660505
1400000US36083052402,0.28779204703697975,17.991644747021507,0.009283614420547733,56.41652483366858,0.0,0.06498530094383413,0.0557016865232864,16.908556397957604,8.089122698437258,0.17638867399040692,4.600295439157998
1400000US36083052405,1.6072128577028617,81.73265386123089,0.0,15.797726381811056,0.0,0.0,0.0,0.0,0.862406899255194,0.0,34.20697765582125
1400000US36083052406,0.0,56.82224873247838,0.4100805249030719,36.22875037280048,0.0,0.12675216224276767,0.022368028631076647,3.914405010438413,2.4753951685058158,0.0,21.31665672532061
1400000US36083052407,0.01562744178777934,70.10470385997813,0.0,19.00296921393968,0.0,0.0,0.9532739490545398,8.407563681825286,1.42209720268792,0.09376465072667604,22.145647757462104
1400000US36083052408,4.361393862842707,34.69797161750501,0.03714986254550858,39.69834311613047,0.0,0.05943978007281373,0.12630953265472916,7.006464076082919,9.792703766996063,4.220224385169775,10.87343708433094
1400000US36083052501,3.4826639407590543,21.521199082383426,0.29715562634462916,45.209256992071886,0.0,0.0701287278173325,0.3328143015059847,19.7965078270792,8.167025234455789,1.1232482675826985,4.470825243731864
1400000US36083052502,0.8462757905527016,16.545287674171902,0.1823664731754413,54.70994195263239,0.0,0.06674851305767787,0.24553917303360073,18.24022313074365,8.77742946708464,0.38618782554799336,4.280973215238502
1400000US36083052503,15.215773809523808,52.34375,1.9717261904761905,25.558035714285715,0.0,0.0,0.03720238095238095,0.11160714285714285,3.869047619047619,0.8928571428571428,14.681175595238095
1400000US36083052601,1.5246636771300448,8.89140183271593,0.20354844999025148,71.78709300058492,0.0,0.13725872489764088,0.2729576915578085,10.533827256775199,6.267108598167284,0.38214076818093196,1.2081479345733945
1400000US36083052602,0.0,50.63788027477919,0.0,37.29146221786065,0.0,0.0,0.0,0.9813542688910697,11.089303238469087,0.0,14.997546614327772
1400000US36083052603,0.18293384700188386,5.985934688982173,0.18475107064759794,78.78997134844053,0.0,0.5233604099656545,0.2235185084228316,9.43623665097797,4.530338548765196,0.14295492679617414,0.8712285804918631
1400000US36091060102,7.2240634308008564,39.88756974451483,3.19251583672442,34.702353484079374,0.0,0.3775642908084071,1.493476528086588,3.041490120401057,9.01539623274741,1.06557033183706,12.669217792042135
